Date,BTC_Open_BTC,BTC_High_BTC,BTC_Low_BTC,BTC_Close_BTC,BTC_Volume_BTC
1/1/2024,42280.23438,44175.4375,42214.97656,44167.33203,18426978443
1/2/2024,44187.14063,45899.70703,44176.94922,44957.96875,39335274536
1/3/2024,44961.60156,45503.24219,40813.53516,42848.17578,46342323118
1/4/2024,42855.81641,44770.02344,42675.17578,44179.92188,30448091210
1/5/2024,44192.98047,44353.28516,42784.71875,44162.69141,32336029347
1/6/2024,44178.95313,44227.63281,43475.15625,43989.19531,16092503468
1/7/2024,43998.46484,44495.57031,43662.23047,43943.09766,19330573863
1/8/2024,43948.70703,47218,43244.08203,46970.50391,42746192015
1/9/2024,46987.64063,47893.69922,45244.71484,46139.73047,39821290992
1/10/2024,46121.53906,47647.22266,44483.15234,46627.77734,50114613298
1/11/2024,46656.07422,48969.37109,45678.64453,46368.58594,45833734549
1/12/2024,46354.79297,46498.13672,41903.76953,42853.16797,43332698900
1/13/2024,42799.44531,43234.66016,42464.14453,42842.38281,20601860469
1/14/2024,42842.26172,43065.59766,41724.61328,41796.26953,17521429522
1/15/2024,41715.06641,43319.72266,41705.41797,42511.96875,22320220558
1/16/2024,42499.33594,43566.27344,42085.99609,43154.94531,24062872740
1/17/2024,43132.10156,43189.89063,42189.30859,42742.65234,20851232595
1/18/2024,42742.3125,42876.34766,40631.17188,41262.05859,25218357242
1/19/2024,41278.46094,42134.16016,40297.45703,41618.40625,25752407154
1/20/2024,41624.58984,41877.89453,41446.82422,41665.58594,11586690904
1/21/2024,41671.48828,41855.36719,41497.00781,41545.78516,9344043642
1/22/2024,41553.65234,41651.20703,39450.11719,39507.36719,31338708143
1/23/2024,39518.71484,40127.35156,38521.89453,39845.55078,29244553045
1/24/2024,39877.59375,40483.78516,39508.79688,40077.07422,22359526178
1/25/2024,40075.55078,40254.48047,39545.66406,39933.80859,18491782013
1/26/2024,39936.81641,42209.38672,39825.69141,41816.87109,25598119893
1/27/2024,41815.625,42195.63281,41431.28125,42120.05469,11422941934
1/28/2024,42126.125,42797.17578,41696.91016,42035.59375,16858971687
1/29/2024,42030.91406,43305.86719,41818.33203,43288.24609,20668476578
1/30/2024,43300.22656,43838.94531,42711.37109,42952.60938,23842814518
1/31/2024,42946.25,43717.40625,42298.94531,42582.60547,24673628793
2/1/2024,42569.76172,43243.16797,41879.19141,43075.77344,21423953779
2/2/2024,43077.64063,43422.48828,42584.33594,43185.85938,18603843039
2/3/2024,43184.96484,43359.94141,42890.80859,42992.25,11169245236
2/4/2024,42994.94141,43097.64453,42374.83203,42583.58203,14802225490
2/5/2024,42577.62109,43494.25,42264.81641,42658.66797,18715487317
2/6/2024,42657.39063,43344.14844,42529.01953,43084.67188,16798476726
2/7/2024,43090.01953,44341.94922,42775.95703,44318.22266,21126587775
2/8/2024,44332.125,45575.83984,44332.125,45301.56641,26154524080
2/9/2024,45297.38281,48152.49609,45260.82422,47147.19922,39316770844
2/10/2024,47153.52734,48146.17188,46905.32031,47771.27734,16398681570
2/11/2024,47768.96875,48535.9375,47617.40625,48293.91797,19315867136
2/12/2024,48296.38672,50280.47656,47745.76172,49958.22266,34511985805
2/13/2024,49941.35938,50358.39063,48406.49609,49742.44141,35593051468
2/14/2024,49733.44531,52021.37109,49296.83203,51826.69531,39105608050
2/15/2024,51836.78516,52820.06641,51371.62891,51938.55469,38564360533
2/16/2024,51937.72656,52537.96875,51641.36719,52160.20313,28180567298
2/17/2024,52161.67578,52191.91406,50669.66797,51662.99609,20009091006
2/18/2024,51661.96875,52356.96484,51233.70703,52122.54688,17595377311
2/19/2024,52134.8125,52483.32422,51711.82031,51779.14453,21362184346
2/20/2024,51777.72656,52945.05078,50792.3125,52284.875,33353758256
2/21/2024,52273.53516,52368.81641,50671.75781,51839.17969,28624907020
2/22/2024,51854.64453,52009.61328,50926.29297,51304.97266,25413900611
2/23/2024,51283.90625,51497.93359,50561.77734,50731.94922,21427078270
2/24/2024,50736.37109,51684.19531,50585.44531,51571.10156,15174077879
2/25/2024,51565.21484,51950.02734,51306.17188,51733.23828,15413239245
2/26/2024,51730.53906,54938.17578,50931.03125,54522.40234,34074411896
2/27/2024,54519.36328,57537.83984,54484.19922,57085.37109,49756832031
2/28/2024,57071.09766,63913.13281,56738.42578,62504.78906,83239156760
2/29/2024,62499.18359,63585.64453,60498.73047,61198.38281,65496611844
3/1/2024,61168.0625,63155.10156,60802.52734,62440.63281,40186368423
3/2/2024,62431.65234,62458.69922,61657.28906,62029.84766,23888473685
3/3/2024,62031.57813,63230.21094,61435.02344,63167.37109,26253811450
3/4/2024,63137.00391,68537.03125,62386.51953,68330.41406,70670471105
3/5/2024,68341.05469,69170.625,59323.91016,63801.19922,1.02803E+11
3/6/2024,63776.05078,67637.92969,62848.67188,66106.80469,68750229073
3/7/2024,66099.74219,68029.92188,65655.53125,66925.48438,46989543159
3/8/2024,66938.09375,70083.05469,66230.45313,68300.09375,59202881172
3/9/2024,68299.25781,68673.05469,68053.125,68498.88281,21609650379
3/10/2024,68500.25781,70005.20313,68239.97656,69019.78906,35683977532
3/11/2024,69020.54688,72850.71094,67194.88281,72123.90625,65716656765
3/12/2024,72125.125,72825.65625,68728.85156,71481.28906,62554434520
3/13/2024,71482.11719,73637.47656,71334.09375,73083.5,48212536929
3/14/2024,73079.375,73750.07031,68563.02344,71396.59375,59594605698
3/15/2024,71387.875,72357.13281,65630.69531,69403.77344,78320453976
3/16/2024,69392.48438,70046.27344,64801.39453,65315.11719,46842198371
3/17/2024,65316.34375,68845.71875,64545.31641,68390.625,44716864318
3/18/2024,68371.30469,68897.13281,66594.22656,67548.59375,49261579492
3/19/2024,67556.13281,68106.92969,61536.17969,61912.77344,74215844794
3/20/2024,61930.15625,68115.25781,60807.78516,67913.67188,66792634382
3/21/2024,67911.58594,68199.99219,64580.91797,65491.39063,44480350565
3/22/2024,65489.92969,66623.75,62355.37109,63778.76172,41401116964
3/23/2024,63802.72266,65976.39844,63038.49219,64062.20313,24738964812
3/24/2024,64070.75391,67622.75781,63825.85156,67234.17188,27206630673
3/25/2024,67234.09375,71162.59375,66414.83594,69958.8125,42700139523
3/26/2024,69931.32813,71535.74219,69335.60938,69987.83594,36010437368
3/27/2024,69991.89844,71727.6875,68381.92969,69455.34375,40827113309
3/28/2024,69452.77344,71546.02344,68895.50781,70744.95313,34374900617
3/29/2024,70744.79688,70913.09375,69076.65625,69892.82813,25230851763
3/30/2024,69893.44531,70355.49219,69601.0625,69645.30469,17130241883
3/31/2024,69647.78125,71377.78125,69624.86719,71333.64844,20050941373
4/1/2024,71333.48438,71342.09375,68110.69531,69702.14844,34873527352
4/2/2024,69705.02344,69708.38281,64586.59375,65446.97266,50705240709
4/3/2024,65446.67188,66914.32031,64559.89844,65980.8125,34488018367
4/4/2024,65975.69531,69291.25781,65113.79688,68508.84375,34439527442
4/5/2024,68515.75781,68725.75781,66011.47656,67837.64063,33748230056
4/6/2024,67840.57031,69629.60156,67491.71875,68896.10938,19967785809
4/7/2024,68897.10938,70284.42969,68851.63281,69362.55469,21204930369
4/8/2024,69362.55469,72715.35938,69064.24219,71631.35938,37261432669
4/9/2024,71632.5,71742.50781,68212.92188,69139.01563,36426900409
4/10/2024,69140.24219,71093.42969,67503.5625,70587.88281,38318601774
4/11/2024,70575.73438,71256.23438,69571.8125,70060.60938,30153382941
4/12/2024,70061.38281,71222.74219,65254.83594,67195.86719,44129299406
4/13/2024,67188.375,67931.42969,60919.10547,63821.47266,52869738185
4/14/2024,63836.23047,65824.42969,62205.85156,65738.72656,49084320047
4/15/2024,65739.64844,66878.64844,62332.07031,63426.21094,43595917654
4/16/2024,63419.29688,64355.66797,61716.40234,63811.86328,42847528078
4/17/2024,63831.84766,64486.36328,59768.58594,61276.69141,41915247049
4/18/2024,61275.31641,64125.6875,60833.48047,63512.75391,36006307335
4/19/2024,63510.75,65481.59766,59651.39063,63843.57031,49920425401
4/20/2024,63851.10156,65442.45703,63172.40234,64994.44141,23097485495
4/21/2024,64992.81641,65723.24219,64277.72266,64926.64453,20506644853
4/22/2024,64935.63281,67233.96094,64548.17969,66837.67969,28282686673
4/23/2024,66839.89063,67199.24219,65864.86719,66407.27344,24310975583
4/24/2024,66408.71875,67075.36719,63589.87109,64276.89844,30276655120
4/25/2024,64275.01953,65275.20703,62783.63281,64481.70703,32155786816
4/26/2024,64485.37109,64789.65625,63322.39844,63755.32031,24139372950
4/27/2024,63750.98828,63898.36328,62424.71875,63419.14063,19530783039
4/28/2024,63423.51563,64321.48438,62793.59766,63113.23047,17334827993
4/29/2024,63106.36328,64174.87891,61795.45703,63841.12109,26635912073
4/30/2024,63839.41797,64703.33203,59120.06641,60636.85547,37840840057
5/1/2024,60609.49609,60780.5,56555.29297,58254.01172,48439780271
5/2/2024,58253.70313,59602.29688,56937.20313,59123.43359,32711813559
5/3/2024,59122.30078,63320.50391,58848.3125,62889.83594,33172023048
5/4/2024,62891.03125,64494.95703,62599.35156,63891.47266,20620477992
5/5/2024,63892.45313,64610.89063,62955.30469,64031.13281,18296164805
5/6/2024,64038.3125,65494.90234,62746.23828,63161.94922,28697928697
5/7/2024,63162.76172,64390.45703,62285.98047,62334.81641,25930730982
5/8/2024,62332.64063,62986.08594,60877.12891,61187.94141,26088172222
5/9/2024,61191.19922,63404.91406,60648.07422,63049.96094,25453338161
5/10/2024,63055.19141,63446.74219,60208.78125,60792.77734,27804954694
5/11/2024,60793.35547,61451.15234,60492.625,60793.71094,13842272968
5/12/2024,60793.50391,61818.15625,60632.60156,61448.39453,13800459405
5/13/2024,61451.21875,63422.66016,60769.83984,62901.44922,27889181179
5/14/2024,62900.77344,63092.125,61123.76563,61552.78906,28186271527
5/15/2024,61553.98828,66454.45313,61330.41016,66267.49219,39815167074
5/16/2024,66256.10938,66712.42969,64613.05469,65231.58203,31573077994
5/17/2024,65231.29688,67459.46094,65119.31641,67051.875,28031279310
5/18/2024,67066.21094,67387.32813,66663.5,66940.80469,16712277406
5/19/2024,66937.92969,67694.29688,65937.17969,66278.36719,19249094538
5/20/2024,66278.74219,71483.5625,66086.17188,71448.19531,43850655717
5/21/2024,71443.0625,71946.46094,69191.125,70136.53125,46932005990
5/22/2024,70135.32031,70623.69531,68977.69531,69122.33594,32802561717
5/23/2024,69121.30469,70041.27344,66356.95313,67929.5625,41895680979
5/24/2024,67928.13281,69220.29688,66622.67188,68526.10156,29197308153
5/25/2024,68526.92188,69579.32031,68515.82031,69265.94531,15473071741
5/26/2024,69264.28906,69506.22656,68183.89063,68518.09375,15628433737
5/27/2024,68512.17969,70597.88281,68232.5,69394.55469,25870990717
5/28/2024,69392.19531,69514.64063,67227.15625,68296.21875,32722265965
5/29/2024,68296.35156,68852.46094,67101.49219,67578.09375,26707072906
5/30/2024,67576.08594,69500.53906,67118.07813,68364.99219,29509712534
5/31/2024,68362.51563,68999.5625,66633.42188,67491.41406,27387283769
6/1/2024,67489.60938,67839.76563,67386.19531,67706.9375,11641495604
6/2/2024,67710.27344,68409.16406,67315.52344,67751.60156,17110588415
6/3/2024,67753.89844,70230.82031,67589.83594,68804.78125,32401285324
6/4/2024,68804.57031,71047.40625,68564.64063,70567.76563,33149696545
6/5/2024,70568.35156,71735.41406,70390.71094,71082.82031,32810771409
6/6/2024,71082.84375,71625.73438,70119.125,70757.16406,25223152007
6/7/2024,70759.1875,71907.85156,68507.25781,69342.58594,36188381096
6/8/2024,69324.17969,69533.32031,69210.74219,69305.77344,14262185861
6/9/2024,69297.49219,69817.52344,69160.84375,69647.99219,13534028500
6/10/2024,69644.3125,70146.07031,69232.42188,69512.28125,20597699541
6/11/2024,69508.07813,69549.41406,66123.60156,67332.03125,37116136345
6/12/2024,67321.375,69977.89063,66902.45313,68241.1875,34497940694
6/13/2024,68243.10156,68365.78125,66304.5625,66756.39844,28955204146
6/14/2024,66747.57031,67294.64844,65056.89453,66011.09375,27403884779
6/15/2024,66006.74219,66402.1875,65871.77344,66191,14121265576
6/16/2024,66189.35938,66894.84375,66018.25,66639.04688,13281140541
6/17/2024,66636.51563,67188.32031,65094.96484,66490.29688,30006354476
6/18/2024,66490.97656,66556.70313,64066.95703,65140.74609,39481285950
6/19/2024,65146.66016,65695.35156,64693.30078,64960.29688,21103423504
6/20/2024,64960.29688,66438.96094,64547.84766,64828.65625,25641109124
6/21/2024,64837.98828,65007.54688,63378.89453,64096.19922,26188171739
6/22/2024,64113.86328,64475.46875,63929.75781,64252.57813,9858198793
6/23/2024,64248.96484,64491.70313,63180.79688,63180.79688,11170471802
6/24/2024,63173.35156,63292.52734,58601.69922,60277.41406,43152133651
6/25/2024,60266.28125,62258.26172,60239.75,61804.64063,29201215431
6/26/2024,61789.67578,62434.13672,60695.1875,60811.27734,22506003064
6/27/2024,60811.22656,62293.86328,60585.33203,61604.80078,21231745045
6/28/2024,61612.80469,62126.09766,59985.40234,60320.13672,24952866877
6/29/2024,60319.875,61097.62109,60300.96484,60887.37891,12652903396
6/30/2024,60888.44531,62892.82813,60632.94922,62678.29297,17333226409
7/1/2024,62673.60547,63777.22656,62495.51172,62851.98047,25468379421
7/2/2024,62844.41016,63203.35938,61752.74609,62029.01563,20151616992
7/3/2024,62034.33203,62187.70313,59419.38672,60173.92188,29756701685
7/4/2024,60147.13672,60399.67578,56777.80469,56977.70313,41149609230
7/5/2024,57022.80859,57497.15234,53717.375,56662.375,55417544033
7/6/2024,56659.07422,58472.54688,56038.96094,58303.53906,20610320577
7/7/2024,58239.42969,58371.12109,55793.32422,55849.10938,20553359505
7/8/2024,55849.57422,58131.33594,54321.01953,56705.09766,39766159899
7/9/2024,56704.59766,58239.19531,56316.875,58009.22656,27849512607
7/10/2024,58033.88281,59359.43359,57178.41406,57742.49609,26175260526
7/11/2024,57729.89063,59299.43359,57120.37891,57344.91406,28707803842
7/12/2024,57341.19531,58532.55469,56590.17578,57899.46484,25604805221
7/13/2024,57908.73828,59787.07813,57796.44141,59231.95313,17080061806
7/14/2024,59225.25,61329.52734,59225.25,60787.79297,22223416061
7/15/2024,60815.45703,64870.15234,60704.92969,64870.15234,38094526099
7/16/2024,64784.41797,65354.33984,62487.96875,65097.14844,41617346768
7/17/2024,65091.83203,66066.73438,63896.08594,64118.79297,32525071311
7/18/2024,64104.73828,65104.66016,63246.16406,63974.06641,27239305337
7/19/2024,63972.32422,67442.64063,63329.34375,66710.15625,37003855410
7/20/2024,66709.92188,67610.73438,66299.61719,67163.64844,19029581250
7/21/2024,67164.91406,68372.90625,65842.29688,68154.52344,26652190004
7/22/2024,68152.97656,68480.0625,66611.29688,67585.25,42649109453
7/23/2024,67584.80469,67779.01563,65484.46094,65927.67188,35605668666
7/24/2024,65927.85938,67113.98438,65146.99609,65372.13281,27470942309
7/25/2024,65375.875,66112.42188,63473.47266,65777.22656,38315761670
7/26/2024,65771.8125,68207.60156,65743.76563,67912.0625,30488630457
7/27/2024,67911.8125,69398.50781,66705.21875,67813.33594,34691905492
7/28/2024,67808.65625,68301.85156,67085.82813,68255.86719,18043166945
7/29/2024,68259.05469,69987.53906,66532.59375,66819.91406,40780682628
7/30/2024,66819.05469,66987.67188,65323.19141,66201.01563,31380492109
7/31/2024,66201.27344,66810.21094,64532.04688,64619.25,31292785994
8/1/2024,64625.83984,65593.24219,62248.94141,65357.5,40975554494
8/2/2024,65353.5,65523.22266,61184.89453,61415.06641,43060875727
8/3/2024,61414.80859,62148.37109,59836.52734,60680.09375,31753030589
8/4/2024,60676.09375,61062.98828,57210.80469,58116.97656,31758917219
8/5/2024,58110.29688,58268.82813,49121.23828,53991.45703,1.08991E+11
8/6/2024,53991.34766,57059.91797,53973.27344,56034.31641,49300484106
8/7/2024,56040.63281,57726.88281,54620.50781,55027.46094,41637562185
8/8/2024,55030.02734,62673.76563,54766.72656,61710.13672,45298472567
8/9/2024,61728.20703,61751.86328,59587.85938,60880.11328,33425553115
8/10/2024,60881.23047,61464.51172,60287.56641,60945.8125,15745822278
8/11/2024,60944.89063,61778.66016,58348.82422,58719.48438,22759754812
8/12/2024,58719.39453,60680.33203,57688.89844,59354.51563,37078637820
8/13/2024,59356.20703,61572.39844,58506.25391,60609.56641,30327698167
8/14/2024,60611.05078,61687.75781,58472.875,58737.26953,29961696180
8/15/2024,58733.26172,59838.64844,56161.59375,57560.09766,35682112440
8/16/2024,57560.27344,59847.35938,57110.01953,58894.10547,29350938673
8/17/2024,58893.53125,59694.66797,58814.83203,59478.97266,13589684021
8/18/2024,59468.13281,60262.71875,58445.40234,58483.96484,17740625837
8/19/2024,58480.71094,59612.66016,57864.71094,59493.45313,25911207712
8/20/2024,59493.45313,61396.32813,58610.88281,59012.79297,31613400008
8/21/2024,59014.98828,61834.35156,58823.44531,61175.19141,32731154072
8/22/2024,61168.31641,61408.10938,59815.25391,60381.91406,27625734377
8/23/2024,60380.95313,64947.0625,60372.05078,64094.35547,42530509233
8/24/2024,64103.87109,64513.78906,63619.91797,64178.99219,21430585163
8/25/2024,64176.36719,64996.42188,63833.51953,64333.54297,18827683555
8/26/2024,64342.22656,64489.70703,62849.55859,62880.66016,27682040631
8/27/2024,62879.70703,63210.79688,58116.75,59504.13281,39103882198
8/28/2024,59507.92578,60236.44922,57890.67578,59027.625,40289564698
8/29/2024,59027.46875,61184.08203,58786.22656,59388.17969,32224990582
8/30/2024,59388.60156,59896.88672,57768.53125,59119.47656,32292756405
8/31/2024,59117.48047,59432.59375,58768.78516,58969.89844,12403470760
9/1/2024,58969.80078,59062.07031,57217.82422,57325.48828,24592449997
9/2/2024,57326.96875,59403.07031,57136.02734,59112.48047,27036454524
9/3/2024,59106.19141,59815.05859,57425.16797,57431.02344,26666961053
9/4/2024,57430.34766,58511.57031,55673.16406,57971.53906,35627680312
9/5/2024,57971.70313,58300.58203,55712.45313,56160.48828,31030280656
9/6/2024,56160.19141,56976.10938,52598.69922,53948.75391,49361693566
9/7/2024,53949.08594,54838.14453,53740.07031,54139.6875,19061486526
9/8/2024,54147.93359,55300.85938,53653.75781,54841.56641,18268287531
9/9/2024,54851.88672,58041.125,54598.43359,57019.53516,34618096173
9/10/2024,57020.09766,58029.97656,56419.41406,57648.71094,28857630507
9/11/2024,57650.28906,57991.32031,55567.33984,57343.17188,37049062672
9/12/2024,57343.17188,58534.35938,57330.10156,58127.01172,33835707949
9/13/2024,58130.32422,60648.02344,57650.11328,60571.30078,32490528356
9/14/2024,60569.11719,60656.72266,59517.88281,60005.12109,16428405496
9/15/2024,60000.72656,60381.91797,58696.30859,59182.83594,18120960867
9/16/2024,59185.22656,59205.51172,57501.33984,58192.50781,32032822113
9/17/2024,58192.50781,61316.08984,57628.07031,60308.53906,38075570118
9/18/2024,60309,61664.06641,59218.25391,61649.67969,40990702891
9/19/2024,61651.15625,63872.44141,61609.86719,62940.45703,42710252573
9/20/2024,62941.42578,64119.53125,62364.60547,63192.97656,35177164222
9/21/2024,63184.33984,63543.35938,62783.10547,63394.83984,14408616220
9/22/2024,63396.80469,63993.42188,62440.72656,63648.71094,20183348802
9/23/2024,63643.10156,64733.55859,62628.07813,63329.80078,31400285425
9/24/2024,63326.83984,64695.21484,62737.41797,64301.96875,29938335243
9/25/2024,64302.58984,64804.50391,62945.375,63143.14453,25078377700
9/26/2024,63138.54688,65790.79688,62669.26953,65181.01953,36873129847
9/27/2024,65180.66406,66480.69531,64852.99219,65790.66406,32058813449
9/28/2024,65792.17969,66255.53125,65458.03516,65887.64844,15243637984
9/29/2024,65888.89844,66069.34375,65450.01563,65635.30469,14788214575
9/30/2024,65634.65625,65635.05469,62873.61719,63329.5,37112957475
10/1/2024,63335.60547,64110.98047,60189.27734,60837.00781,50220923500
10/2/2024,60836.32422,62357.6875,59996.94922,60632.78516,40762722398
10/3/2024,60632.48438,61469.03906,59878.80469,60759.40234,36106447279
10/4/2024,60754.625,62465.99219,60459.94141,62067.47656,29585472513
10/5/2024,62067.60938,62371.02344,61689.58203,62089.94922,13305410749
10/6/2024,62084.98828,62959.57031,61833.14844,62818.95313,14776233667
10/7/2024,62819.10938,64443.70703,62152.55078,62236.66016,34253562610
10/8/2024,62221.64453,63174.30469,61843.5625,62131.96875,28134475157
10/9/2024,62131.72656,62508.83594,60314.61328,60582.10156,27670982363
10/10/2024,60581.92969,61236.72266,58895.20703,60274.5,30452813570
10/11/2024,60275.46094,63400.87109,60046.125,62445.08984,30327141594
10/12/2024,62444.61719,63448.78516,62443.26953,63193.02344,16744110886
10/13/2024,63192.94531,63272.65234,62035.63672,62851.375,18177529690
10/14/2024,62848.39844,66482.49219,62442.15234,66046.125,43706958056
10/15/2024,66050.36719,67881.67969,64809.19531,67041.10938,48863870879
10/16/2024,67042.46094,68375.28906,66758.72656,67612.71875,38195189534
10/17/2024,67617.07813,67912.21094,66647.39063,67399.83594,32790898511
10/18/2024,67419.10938,68969.75,67177.82031,68418.78906,36857165014
10/19/2024,68418.97656,68668.00781,68024.64063,68362.73438,14443497908
10/20/2024,68364.17969,69359.00781,68105.71875,69001.70313,18975847518
10/21/2024,69002,69462.73438,66829.85156,67367.85156,37498611780
10/22/2024,67360.70313,67801.57813,66581.36719,67361.40625,31808472566
10/23/2024,67362.375,67402.74219,65188.03516,66432.19531,32263980353
10/24/2024,66653.70313,68798.96094,66454.10156,68161.05469,31414428647
10/25/2024,68165.29688,68722.15625,65521.79297,66642.41406,41469984306
10/26/2024,66628.73438,67317.92188,66360.59375,67014.69531,19588098156
10/27/2024,67023.47656,68221.3125,66847.22656,67929.29688,16721307878
10/28/2024,67922.67188,70212.26563,67535.13281,69907.75781,38799856657
10/29/2024,69910.04688,73577.21094,69729.91406,72720.49219,58541874402
10/30/2024,72715.36719,72905.29688,71411.73438,72339.53906,40646637831
10/31/2024,72335.04688,72662.3125,69590.5,70215.1875,40627912076
11/1/2024,70216.89844,71559.01563,68779.70313,69482.46875,49989795365
11/2/2024,69486.02344,69867.35156,69033.71875,69289.27344,18184612091
11/3/2024,69296.38281,69361.65625,67482.52344,68741.11719,34868307655
11/4/2024,68742.13281,69433.17969,66803.64844,67811.50781,41184819348
11/5/2024,67811.17188,70522.78906,67458.86719,69359.5625,46046889204
11/6/2024,69358.5,76460.15625,69322.03125,75639.07813,1.18593E+11
11/7/2024,75637.08594,76943.11719,74480.42188,75904.85938,63467654989
11/8/2024,75902.83594,77252.75,75648.74219,76545.47656,55176858003
11/9/2024,76556.1875,76932.76563,75773.78906,76778.86719,29009480361
11/10/2024,76775.54688,81474.42188,76565.42969,80474.1875,82570594495
11/11/2024,80471.41406,89604.5,80283.25,88701.48438,1.17967E+11
11/12/2024,88705.5625,89956.88281,85155.10938,87955.8125,1.33673E+11
11/13/2024,87929.96875,93434.35156,86256.92969,90584.16406,1.23559E+11
11/14/2024,90574.88281,91765.21875,86682.8125,87250.42969,87616705248
11/15/2024,87284.17969,91868.74219,87124.89844,91066.00781,78243109518
11/16/2024,91064.36719,91763.94531,90094.22656,90558.47656,44333192814
11/17/2024,90558.46094,91433.03906,88741.66406,89845.85156,46350159305
11/18/2024,89843.71875,92596.78906,89393.59375,90542.64063,75535775084
11/19/2024,90536.8125,94002.86719,90426.98438,92343.78906,74521048295
11/20/2024,92341.89063,94902.02344,91619.5,94339.49219,71730956426
11/21/2024,94334.64063,99014.21875,94132.60156,98504.72656,1.06025E+11
11/22/2024,98496.42969,99655.5,97222.66406,98997.66406,78473580551
11/23/2024,99006.74219,99014.67969,97232.89063,97777.28125,44414644677
11/24/2024,97778.09375,98647.17969,95788.07813,98013.82031,51712020623
11/25/2024,98033.44531,98935.03125,92642.91406,93102.29688,80909462490
11/26/2024,93087.28125,94991.75,90770.8125,91985.32031,91656519855
11/27/2024,91978.14063,97361.17969,91778.66406,95962.53125,71133452438
11/28/2024,95954.94531,96650.20313,94677.35156,95652.46875,52260008261
11/29/2024,95653.95313,98693.17188,95407.88281,97461.52344,54968682476
11/30/2024,97468.8125,97499.34375,96144.21875,96449.05469,31634227866
12/1/2024,96461.33594,97888.125,95770.1875,97279.78906,36590695296
12/2/2024,97276.00781,98152.60156,94482.86719,95865.30469,72680784305
12/3/2024,95854.59375,96297.20313,93629.5625,96002.16406,67067810961
12/4/2024,95988.53125,99207.32813,94660.52344,98768.53125,77199817112
12/5/2024,98741.53906,103900.4688,91998.78125,96593.57031,1.49219E+11
12/6/2024,97074.22656,102039.8828,96514.875,99920.71094,94534772658
12/7/2024,99916.71094,100563.3828,99030.88281,99923.33594,44177510897
12/8/2024,99921.91406,101399.9922,98771.51563,101236.0156,44125751925
12/9/2024,101237.0625,101272.5078,94355.91406,97432.71875,1.10676E+11
12/10/2024,97441.23438,98270.15625,94321.25781,96675.42969,1.04824E+11
12/11/2024,96656.0625,101913.3594,95747.22656,101173.0313,85391409936
12/12/2024,101167.8047,102524.9141,99339.95313,100043,72073983533
12/13/2024,100046.6484,101888.8047,99233.28125,101459.2578,56894751583
12/14/2024,101451.4375,102618.8828,100634.0547,101372.9688,40422968793
12/15/2024,101373.5313,105047.5391,101227.0313,104298.6953,51145914137
12/16/2024,104293.5781,107780.5781,103322.9844,106029.7188,91020417816
12/17/2024,106030.6875,108268.4453,105291.7344,106140.6016,68589364868
12/18/2024,106147.2969,106470.6094,100041.5391,100041.5391,93865656139
12/19/2024,100070.6875,102748.1484,95587.67969,97490.95313,97221662392
12/20/2024,97484.69531,98098.91406,92175.17969,97755.92969,1.05634E+11
12/21/2024,97756.19531,99507.10156,96426.52344,97224.72656,51765334294
12/22/2024,97218.32031,97360.26563,94202.1875,95104.9375,43147981314
12/23/2024,95099.39063,96416.21094,92403.13281,94686.24219,65239002919
12/24/2024,94684.34375,99404.0625,93448.01563,98676.09375,47114953674
12/25/2024,98675.91406,99478.75,97593.46875,99299.19531,33700394629
12/26/2024,99297.69531,99884.57031,95137.88281,95795.51563,47054980873
12/27/2024,95704.97656,97294.84375,93310.74219,94164.85938,52419934565
12/28/2024,94160.1875,95525.89844,94014.28906,95163.92969,24107436185
12/29/2024,95174.05469,95174.875,92881.78906,93530.22656,29635885267
12/30/2024,93527.19531,94903.32031,91317.13281,92643.21094,56188003691
12/31/2024,92643.25,96090.60156,91914.03125,93429.20313,43625106843
